trade_id,symbol,strategy_family,outcome,pnl_usd,close_timestamp_et,close_reason,max_tracked_pnl_usd,max_tracked_pips,max_rr_ratio,initial_sl_present,initial_tp_present,oco_placed,position_synced,position_sync_sl_present,trail_candidate_count,trail_current_sl_samples,locked_trail_samples,green_lock_events,trade_stop_update_events,stop_moved_events,any_trailing_or_lock_applied,secondary_failure_class,secondary_failure_detail,source_path
146894,USD_CHF,reversal,LOSS,-154.4475,2026-04-10T09:22:12.361147-04:00,oco_sl,-20.3956,-0.8,-0.0533,True,True,True,True,True,74,74,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
146870,EUR_USD,momentum_continuation,LOSS,-125.0006,2026-04-10T09:24:28.257550-04:00,oco_sl,31.4816,4.15,0.3294,True,True,True,True,True,113,113,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$31.48, then closed at $-125.00; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
146866,USD_CAD,momentum_continuation,LOSS,-85.8862,2026-04-10T09:29:34.061317-04:00,mid_exit,53.2509,8.35,0.6627,True,True,True,True,True,126,126,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$53.25, then closed at $-85.89; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
146962,EUR_USD,momentum,LOSS,-41.6668,2026-04-10T12:20:13.596997-04:00,mid_exit,96.2967,11.25,0.8929,True,True,True,True,True,369,369,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$96.30, then closed at $-41.67; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
147453,EUR_USD,momentum,LOSS,-173.1489,2026-04-10T16:57:51.815406-04:00,oco_sl,-14.8149,-0.8,-0.0635,True,True,True,True,True,354,354,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
147489,GBP_USD,momentum_continuation,LOSS,-41.5,2026-04-12T19:21:42.684216-04:00,oco_sl,4.75,3.75,0.2976,True,True,True,True,True,233,233,0,0,0,0,False,small_green_not_enough_for_lock,Trade only reached about +$4.75; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
147489,GBP_USD,momentum_continuation,LOSS,-41.5,2026-04-12T19:22:03.213808-04:00,oco_sl,4.75,3.75,0.2976,True,True,True,True,True,233,233,0,0,0,0,False,small_green_not_enough_for_lock,Trade only reached about +$4.75; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
147481,EUR_USD,legacy,WIN,17.5,2026-04-12T22:17:01.186444-04:00,mid_exit,23.25,10.2,0.8095,True,True,True,True,True,1046,1046,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
147499,USD_CAD,reversal,WIN,19.6405,2026-04-12T22:17:01.337195-04:00,mid_exit,25.1809,15.0,1.1905,True,True,True,True,True,533,533,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
147515,USD_JPY,momentum,LOSS,-25.1589,2026-04-13T02:10:10.577369-04:00,oco_sl,6.1962,4.95,0.3929,True,True,True,True,True,1103,1103,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$6.20, then closed at $-25.16; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
