trade_id,symbol,strategy_family,outcome,pnl_usd,close_timestamp_et,close_reason,max_tracked_pnl_usd,max_tracked_pips,max_rr_ratio,initial_sl_present,initial_tp_present,oco_placed,position_synced,position_sync_sl_present,trail_candidate_count,trail_current_sl_samples,locked_trail_samples,green_lock_events,trade_stop_update_events,stop_moved_events,any_trailing_or_lock_applied,secondary_failure_class,secondary_failure_detail,source_path
149063,USD_CHF,scalp,WIN,24.73,2026-04-21T16:30:21.194575-04:00,wick_scratch,64.7129,7.6,0.76,True,True,True,True,True,53,53,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149075,USD_JPY,momentum,LOSS,-15.8474,2026-04-21T20:01:39.797051-04:00,oco_sl,0.4657,1.1,0.11,True,True,True,True,True,122,122,0,0,0,0,False,small_green_not_enough_for_lock,Trade only reached about +$0.47; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149085,USD_JPY,scalp,LOSS,-0.4754,2026-04-21T21:15:44.097736-04:00,wick_scratch,0.7767,1.3,0.13,True,True,True,True,True,6,6,0,0,0,0,False,small_green_not_enough_for_lock,Trade only reached about +$0.78; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149097,USD_JPY,momentum,LOSS,-15.8512,2026-04-22T01:16:22.228306-04:00,oco_sl,1.2422,1.55,0.155,True,True,True,True,True,389,389,0,0,0,0,False,small_green_not_enough_for_lock,Trade only reached about +$1.24; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149117,NZD_USD,momentum,LOSS,-50.0,2026-04-22T10:43:46.605430-04:00,oco_sl,-6.0,0.0,0.0,True,True,True,True,True,81,81,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149127,USD_JPY,momentum,LOSS,-31.6779,2026-04-22T14:02:14.173758-04:00,oco_sl,0.6206,1.05,0.105,True,True,True,True,True,357,357,0,0,0,0,False,small_green_not_enough_for_lock,Trade only reached about +$0.62; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149148,USD_JPY,momentum,LOSS,-16.6205,2026-04-22T20:19:04.499684-04:00,oco_sl,9.6098,6.95,0.695,True,True,True,True,True,14,14,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$9.61, then closed at $-16.62; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149158,USD_JPY,scalp,LOSS,-2.3751,2026-04-22T22:13:02.906907-04:00,wick_scratch,-1.2668,0.1,0.01,True,True,True,True,True,4,4,0,0,0,0,False,small_pip_green_not_enough_for_lock,Trade only reached about +0.10 pips; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149170,USD_JPY,scalp,LOSS,-3.9555,2026-04-23T02:14:06.174731-04:00,wick_scratch,-1.8988,-0.4,-0.04,True,True,True,True,True,4,4,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149182,USD_JPY,momentum,LOSS,-31.6393,2026-04-23T07:48:00.505138-04:00,oco_sl,21.3763,7.65,0.765,True,True,True,True,True,487,487,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$21.38, then closed at $-31.64; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149192,EUR_USD,momentum,LOSS,-75.75,2026-04-23T08:41:56.209633-04:00,oco_sl,0.0,0.75,0.075,True,True,True,True,True,68,68,0,0,0,0,False,small_pip_green_not_enough_for_lock,Trade only reached about +0.75 pips; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149206,NZD_USD,momentum,LOSS,-50.0,2026-04-23T10:20:19.246505-04:00,oco_sl,9.5,3.05,0.305,True,True,True,True,True,233,233,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$9.50, then closed at $-50.00; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149220,GBP_USD,momentum,LOSS,-50.0,2026-04-23T11:05:21.431411-04:00,oco_sl,4.0,1.65,0.165,True,True,True,True,True,68,68,0,0,0,0,False,small_green_not_enough_for_lock,Trade only reached about +$4.00; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149230,GBP_USD,scalp,LOSS,-11.25,2026-04-23T11:12:26.506792-04:00,wick_scratch,-9.0,-0.25,-0.025,True,True,True,True,True,2,2,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/OAD_CLONE/logs/narration.jsonl
149242,USD_CHF,momentum_continuation,WIN,78.2716,2026-04-23T13:46:51.904599-04:00,profit_harvest_close,69.7931,8.2,0.6508,True,True,True,True,True,58,58,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_VERSION_AUDIT_LAB/snapshots/pre_exit_combined_v2_controlled__20260426_201209/repo/logs/narration.jsonl
149254,EUR_USD,momentum,LOSS,-94.5,2026-04-23T13:53:23.385445-04:00,oco_sl,-12.75,-0.85,-0.0675,True,True,True,True,True,21,21,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_VERSION_AUDIT_LAB/snapshots/pre_exit_combined_v2_controlled__20260426_201209/repo/logs/narration.jsonl
149301,USD_JPY,scalp,LOSS,-4.11,2026-04-23T19:31:09.383747-04:00,wick_scratch,-2.3713,-0.75,-0.0595,True,True,True,True,True,2,2,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_VERSION_AUDIT_LAB/snapshots/pre_exit_combined_v2_controlled__20260426_201209/repo/logs/narration.jsonl
149276,EUR_USD,legacy,LOSS,-63.0,2026-04-24T04:19:09.523768-04:00,oco_sl,49.5,10.7,0.8492,True,True,True,True,True,2866,2866,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$49.50, then closed at $-63.00; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_VERSION_AUDIT_LAB/snapshots/pre_exit_combined_v2_controlled__20260426_201209/repo/logs/narration.jsonl
149442,AUD_USD,momentum_continuation,WIN,41.25,2026-04-27T03:51:40.397795-04:00,profit_harvest_close,33.75,5.2,0.4127,True,True,True,True,True,135,135,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/OAD_PROD_SAFE_SNAPSHOTS/pre_restart_smart_money_patch_20260427_061426/repo_copy/logs/narration.jsonl
149454,AUD_USD,momentum_continuation,WIN,69.75,2026-04-27T04:48:57.257311-04:00,profit_harvest_close,64.5,9.3,0.7381,True,True,True,True,True,207,207,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/OAD_PROD_SAFE_SNAPSHOTS/pre_restart_smart_money_patch_20260427_061426/repo_copy/logs/narration.jsonl
149474,EUR_USD,momentum,LOSS,-96.75,2026-04-27T09:58:07.384430-04:00,oco_sl,39.0,6.0,0.4762,True,True,True,True,True,1059,1059,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$39.00, then closed at $-96.75; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149488,GBP_USD,momentum,LOSS,-64.5,2026-04-27T12:49:24.221372-04:00,oco_sl,30.0,6.9,0.5476,True,True,True,True,True,483,483,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$30.00, then closed at $-64.50; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149462,USD_CHF,momentum,LOSS,-63.6737,2026-04-27T12:49:39.974864-04:00,mid_exit,67.6337,11.5,0.9127,True,True,True,True,True,1803,1803,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$67.63, then closed at $-63.67; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149498,NZD_USD,momentum,LOSS,-11.5,2026-04-27T12:49:40.050304-04:00,mid_exit,-11.5,-1.15,-0.0913,True,True,True,True,True,1,1,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149514,USD_JPY,momentum,LOSS,-19.9673,2026-04-27T20:02:29.923140-04:00,oco_sl,-1.2668,0.15,0.0119,True,True,True,True,True,260,260,0,0,0,0,False,small_pip_green_not_enough_for_lock,Trade only reached about +0.15 pips; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149524,USD_JPY,scalp,LOSS,-2.2179,2026-04-27T20:27:59.941873-04:00,wick_scratch,-0.6337,0.4,0.0317,True,True,True,True,True,3,3,0,0,0,0,False,small_pip_green_not_enough_for_lock,Trade only reached about +0.40 pips; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149536,USD_CHF,momentum_continuation,WIN,67.6807,2026-04-28T05:34:29.498076-04:00,profit_harvest_close,63.9243,7.65,0.6071,True,True,True,True,True,198,198,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149556,USD_CHF,momentum,LOSS,-82.2812,2026-04-28T11:39:26.908907-04:00,oco_sl,68.2892,11.45,0.9087,True,True,True,True,True,1184,1184,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$68.29, then closed at $-82.28; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149581,NZD_USD,momentum_continuation,WIN,75.0,2026-04-29T09:14:36.629794-04:00,profit_harvest_close,73.5,10.9,0.8651,True,True,True,True,True,1092,1092,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149635,NZD_USD,momentum_continuation,WIN,81.12,2026-04-29T09:48:34.707892-04:00,profit_harvest_close,74.1,10.7,0.8492,True,True,True,True,True,112,112,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149655,USD_CHF,momentum,LOSS,-53.1814,2026-04-29T10:53:15.315140-04:00,mid_exit,-6.6418,-0.3,-0.0238,True,True,True,True,True,24,24,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149671,EUR_USD,momentum_continuation,WIN,82.84,2026-04-29T14:37:45.713490-04:00,profit_harvest_close,51.68,7.65,0.6071,True,True,True,True,True,34,34,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149691,NZD_USD,momentum,LOSS,-63.18,2026-04-29T15:55:26.866486-04:00,mid_exit,53.82,8.15,0.6468,True,True,True,True,True,257,257,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$53.82, then closed at $-63.18; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149715,USD_CHF,momentum,LOSS,-92.9582,2026-04-29T17:30:39.219513-04:00,oco_sl,0.0,0.8,0.0635,True,True,True,True,True,156,156,0,0,0,0,False,small_pip_green_not_enough_for_lock,Trade only reached about +0.80 pips; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149723,EUR_USD,legacy,LOSS,-66.56,2026-04-29T17:36:08.161507-04:00,oco_sl,-7.28,-0.55,-0.0437,True,True,True,True,True,161,161,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/pre_restore_from_legacy_shift_20260429_235651/OAD_PROD_before_restore/logs/narration.jsonl
149744,USD_JPY,momentum,LOSS,-59.882,2026-04-30T05:39:19.540414-04:00,oco_sl,-1.9025,0.5,0.0397,True,True,True,True,True,29,29,0,0,0,0,False,small_pip_green_not_enough_for_lock,Trade only reached about +0.50 pips; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149758,GBP_USD,momentum_continuation,WIN,74.25,2026-04-30T06:30:45.433265-04:00,profit_harvest_close,62.25,9.3,0.7381,True,True,True,True,True,151,151,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149774,GBP_USD,legacy,WIN,60.0,2026-04-30T07:00:28.781552-04:00,mid_exit,78.5,17.0,1.3492,True,True,True,True,True,107,107,1,1,0,0,True,winner_with_secondary_protection,Winning trade had SL/TP and some trailing or lock evidence.,/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149798,EUR_USD,momentum,LOSS,-97.28,2026-04-30T07:08:52.128496-04:00,oco_sl,2.28,1.1,0.0873,True,True,True,True,True,30,30,0,0,0,0,False,small_green_not_enough_for_lock,Trade only reached about +$2.28; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149810,AUD_USD,momentum_continuation,WIN,66.75,2026-04-30T07:25:44.621022-04:00,profit_harvest_close,64.5,9.3,0.7381,True,True,True,True,True,60,60,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149822,EUR_USD,momentum,LOSS,-94.5,2026-04-30T07:57:36.906271-04:00,oco_sl,18.0,3.3,0.2619,True,True,True,True,True,93,93,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$18.00, then closed at $-94.50; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149770,USD_CAD,legacy,LOSS,-69.8348,2026-04-30T08:09:37.766687-04:00,oco_sl,39.7161,8.2,0.6508,True,True,True,True,True,332,332,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$39.72, then closed at $-69.83; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149850,USD_CHF,momentum,WIN,63.1458,2026-04-30T08:58:06.061649-04:00,mid_exit,90.9805,15.2,1.2063,True,True,True,True,True,137,137,5,1,0,0,True,winner_with_secondary_protection,Winning trade had SL/TP and some trailing or lock evidence.,/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149882,USD_CHF,momentum,LOSS,-83.6077,2026-04-30T09:34:57.757604-04:00,oco_sl,30.3282,5.65,0.4484,True,True,True,True,True,123,123,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$30.33, then closed at $-83.61; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149892,USD_CHF,momentum_continuation,WIN,77.1235,2026-04-30T10:12:36.606469-04:00,profit_harvest_close,74.591,12.55,0.996,True,True,True,True,True,109,109,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149904,AUD_USD,momentum_continuation,WIN,81.0,2026-04-30T10:19:37.209844-04:00,profit_harvest_close,73.5,10.45,0.8294,True,True,True,True,True,91,91,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149916,USD_CHF,momentum,LOSS,-63.7789,2026-04-30T10:37:47.926073-04:00,mid_exit,69.6474,11.8,0.9365,True,True,True,True,True,74,74,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$69.65, then closed at $-63.78; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149930,AUD_USD,momentum,LOSS,-92.04,2026-04-30T10:37:48.024617-04:00,oco_sl,15.6,2.6,0.2063,True,True,True,True,True,54,54,0,0,0,0,False,edge_present_but_no_trailing_or_lock,"Trade reached about +$15.60, then closed at $-92.04; no green-lock, stop update, or locked trailing sample was logged.",/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149947,USD_CHF,legacy,WIN,82.3369,2026-04-30T14:35:28.836605-04:00,profit_harvest_close,72.1944,6.35,0.504,True,True,True,True,True,176,176,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/pre_dual_system_v1c_promotion_20260430_232744/OAD_PROD_before_v1c/logs/narration.jsonl
149996,USD_JPY,momentum_continuation,WIN,91.155,2026-05-01T04:19:08.870414-04:00,profit_harvest_close,56.3185,9.7,0.7698,True,True,True,True,True,17,17,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/current_prod_behavior_before_true_v1c_20260501_124122/OAD_PROD_current_behavior/logs/narration.jsonl
150008,USD_CHF,momentum_continuation,WIN,65.9235,2026-05-01T04:28:21.649096-04:00,profit_harvest_close,53.2391,5.1,0.4048,True,True,True,True,True,31,31,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/current_prod_behavior_before_true_v1c_20260501_124122/OAD_PROD_current_behavior/logs/narration.jsonl
150032,EUR_USD,momentum_continuation,WIN,67.0,2026-05-01T07:10:50.715916-04:00,profit_harvest_close,64.0,7.15,0.5675,True,True,True,True,True,402,402,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/current_prod_behavior_before_true_v1c_20260501_124122/OAD_PROD_current_behavior/logs/narration.jsonl
150044,EUR_USD,momentum_continuation,WIN,66.0,2026-05-01T07:26:29.738779-04:00,profit_harvest_close,55.0,6.3,0.5,True,True,True,True,True,54,54,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/current_prod_behavior_before_true_v1c_20260501_124122/OAD_PROD_current_behavior/logs/narration.jsonl
150056,USD_JPY,legacy,LOSS,-81.2859,2026-05-01T07:33:48.528031-04:00,oco_sl,-10.3294,-0.5,-0.0397,True,True,True,True,True,25,25,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/current_prod_behavior_before_true_v1c_20260501_124122/OAD_PROD_current_behavior/logs/narration.jsonl
150070,EUR_USD,legacy,WIN,77.0,2026-05-01T08:18:07.152375-04:00,mid_exit,78.0,8.65,0.6865,True,True,True,True,True,154,154,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/current_prod_behavior_before_true_v1c_20260501_124122/OAD_PROD_current_behavior/logs/narration.jsonl
150086,GBP_USD,momentum,WIN,43.0,2026-05-01T08:24:42.416553-04:00,mid_exit,60.0,6.9,0.5476,True,True,True,True,True,23,23,0,0,0,0,False,winner_static_sl_tp_only,Winning trade had SL/TP but no logged trailing/green-lock engagement.,/home/rfing/READ_ONLY_LEGACY/backups/current_prod_behavior_before_true_v1c_20260501_124122/OAD_PROD_current_behavior/logs/narration.jsonl
150122,USD_CHF,momentum,LOSS,-94.4258,2026-05-01T09:46:10.039609-04:00,mid_exit,-18.1225,-0.7,-0.0556,True,True,True,True,True,39,39,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/pre_v1c_risk50_practice_promotion_20260502_053435/OAD_PROD_before_v1c_risk50/logs/narration.jsonl
150138,AUD_USD,momentum,LOSS,-19.0,2026-05-01T09:46:59.760404-04:00,mid_exit,-13.0,-0.65,-0.0516,True,True,True,True,True,3,3,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/pre_v1c_risk50_practice_promotion_20260502_053435/OAD_PROD_before_v1c_risk50/logs/narration.jsonl
150150,EUR_USD,reversal,LOSS,-14.08,2026-05-04T07:15:51.900471-04:00,wick_scratch,-10.24,-0.8,-0.0635,True,True,True,True,True,2,2,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/v1c_clean_build_promotion_20260504_154807/OAD_PROD_before_true_v1c/logs/narration.jsonl
150158,USD_CAD,reversal,LOSS,-12.7987,2026-05-04T07:45:10.661831-04:00,wick_scratch,-10.0168,-0.85,-0.0675,True,True,True,True,True,2,2,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/v1c_clean_build_promotion_20260504_154807/OAD_PROD_before_true_v1c/logs/narration.jsonl
150166,EUR_USD,reversal,LOSS,-16.74,2026-05-04T07:58:28.147187-04:00,wick_scratch,-9.92,-0.8,-0.0635,True,True,True,True,True,2,2,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/v1c_clean_build_promotion_20260504_154807/OAD_PROD_before_true_v1c/logs/narration.jsonl
150174,USD_CAD,reversal,LOSS,-5.5642,2026-05-04T08:17:27.110255-04:00,wick_scratch,0.5454,1.05,0.0833,True,True,True,True,True,5,5,0,0,0,0,False,small_green_not_enough_for_lock,Trade only reached about +$0.55; likely below meaningful lock threshold.,/home/rfing/READ_ONLY_LEGACY/backups/v1c_clean_build_promotion_20260504_154807/OAD_PROD_before_true_v1c/logs/narration.jsonl
150192,AUD_USD,scalp,LOSS,-7.74,2026-05-04T08:30:18.803216-04:00,wick_scratch,-5.16,-0.5,-0.0397,True,True,True,True,True,1,1,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/v1c_clean_build_promotion_20260504_154807/OAD_PROD_before_true_v1c/logs/narration.jsonl
150200,EUR_USD,scalp,LOSS,-10.44,2026-05-04T08:39:04.720904-04:00,wick_scratch,-10.44,-2.1,-0.1667,True,True,True,True,True,1,1,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/v1c_clean_build_promotion_20260504_154807/OAD_PROD_before_true_v1c/logs/narration.jsonl
150208,AUD_USD,scalp,LOSS,-5.46,2026-05-04T08:46:09.307897-04:00,wick_scratch,-5.46,-0.65,-0.0516,True,True,True,True,True,1,1,0,0,0,0,False,entry_failed_before_secondary_could_help,"SL/TP and manager samples existed, but no favorable excursion was logged before the loss.",/home/rfing/READ_ONLY_LEGACY/backups/v1c_clean_build_promotion_20260504_154807/OAD_PROD_before_true_v1c/logs/narration.jsonl
